LinkURL
https://github.com/LeoMaurice/CCNE/blob/main/src/mesonetwork.qmd
https://docs.kuzudb.com/tutorials/#python
https://github.com/kuzudb/kuzu-docs/blob/main/src/content/docs/cypher/query-clauses/example-database.md
https://github.com/oliviercaron/systematic_lit_review/blob/main/networks_author.qmd
https://github.com/analect/quarto-graph-experiments/main/docs/demo/kuzu-use.qmd
https://oliviercaron.github.io/systematic_lit_review/networks_author.html#purpose
https://github.com/run-llama/llama_index/blob/main/docs/docs/examples/index_structs/knowledge_graph/KuzuGraphDemo.ipynb
https://docs.kuzudb.com/cypher/query-clauses/example-database/
https://docs.llamaindex.ai/en/stable/examples/index_structs/knowledge_graph/KuzuGraphDemo/?h=kuzu#visualizing-the-graph
https://leomaurice.github.io/CCNE/mesonetwork.html
https://github.com/analect/quarto-graph-experiments/main/docs/demo/kuzu-use.ipynb
